CustomerID,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
13519,2011-09-22 18:24:00,1,122.75,78,2,1,1,4,Needs Attention
13520,2011-10-12 10:20:00,6,2984.35,59,2,4,4,10,At Risk
13521,2011-12-08 13:50:00,3,1092.39,1,4,3,3,10,Loyal
13522,2011-11-09 15:11:00,1,125.80000000000001,30,3,1,1,5,Promising
13523,2011-11-06 15:11:00,5,3964.88,33,3,4,4,11,Loyal
13524,2011-10-30 12:34:00,5,680.1800000000001,41,3,4,3,10,Loyal
13525,2011-11-25 12:01:00,2,628.78,15,4,2,2,8,Promising
13527,2011-11-06 12:04:00,7,2287.51,34,3,4,4,11,Loyal
13529,2011-09-22 09:15:00,2,307.76,79,2,2,2,6,Needs Attention
13531,2011-05-18 16:56:00,2,483.8,205,1,2,2,5,Needs Attention
13532,2011-11-06 12:25:00,1,210.31,34,3,1,1,5,Promising
13533,2011-06-10 11:54:00,3,270.79,183,1,3,1,5,At Risk
13534,2011-12-07 14:52:00,25,5870.08,2,4,4,4,12,Champions
13536,2011-12-08 16:38:00,7,3448.29,1,4,4,4,12,Champions
13538,2011-10-27 16:34:00,7,1280.85,43,3,4,3,10,Loyal
13539,2011-09-15 10:18:00,3,631.34,86,2,3,2,7,At Risk
13544,2011-10-31 11:57:00,2,291.41,40,3,2,1,6,Promising
13546,2011-11-27 14:50:00,3,626.99,12,4,3,2,9,Loyal
13548,2011-09-04 14:50:00,2,682.41,96,2,2,3,7,Needs Attention
13549,2011-11-14 09:20:00,7,918.2,26,3,4,3,10,Loyal
13551,2011-01-24 14:46:00,1,91.80000000000001,319,1,1,1,3,Lost
13552,2011-10-04 15:19:00,12,3740.07,66,2,4,4,10,At Risk
13555,2011-09-27 12:36:00,4,4149.28,74,2,3,4,9,At Risk
13557,2011-11-11 15:24:00,2,584.06,28,3,2,2,7,Promising
13558,2011-12-04 11:24:00,4,605.06,6,4,3,2,9,Loyal
13560,2011-12-02 13:11:00,1,174.37,7,4,1,1,6,Promising
13561,2011-05-08 12:39:00,1,141.85999999999999,216,1,1,1,3,Lost
13562,2011-09-19 10:51:00,3,1799.33,82,2,3,4,9,At Risk
13563,2011-09-16 14:45:00,2,777.53,84,2,2,3,7,Needs Attention
13564,2010-12-20 16:50:00,2,1198.38,354,1,2,3,6,Needs Attention
13565,2011-11-20 14:33:00,2,240.22,19,3,2,1,6,Promising
13566,2011-10-30 11:59:00,2,874.71,41,3,2,3,8,Promising
13568,2011-06-19 14:42:00,1,192.85,173,1,1,1,3,Lost
13569,2011-11-22 13:07:00,2,372.25,17,4,2,2,8,Promising
13570,2011-04-10 13:36:00,1,239.49,243,1,1,1,3,Lost
13571,2011-11-27 10:47:00,12,2092.32,13,4,4,4,12,Champions
13572,2011-05-18 11:59:00,1,1384.25,206,1,1,3,5,Lost
13573,2011-10-20 14:33:00,2,294.4,50,3,2,1,6,Promising
13575,2011-11-16 13:14:00,5,732.0699999999999,23,3,4,3,10,Loyal
13576,2011-11-29 15:34:00,18,6717.34,10,4,4,4,12,Champions
13577,2011-11-14 15:19:00,4,1687.6000000000001,25,3,3,4,10,Loyal
13579,2011-11-25 08:41:00,2,467.04,15,4,2,2,8,Promising
13581,2011-02-03 14:41:00,1,118.0,309,1,1,1,3,Lost
13583,2011-07-07 10:40:00,1,781.03,156,1,1,3,5,Lost
13584,2011-02-06 12:49:00,1,142.4,307,1,1,1,3,Lost
13587,2011-10-07 12:31:00,1,712.4,64,2,1,3,6,Needs Attention
13588,2011-11-24 10:42:00,9,2478.95,16,4,4,4,12,Champions
13589,2011-11-25 12:10:00,2,379.65,15,4,2,2,8,Promising
13590,2011-11-28 12:54:00,6,1981.92,11,4,4,4,12,Champions
13591,2011-10-06 12:26:00,3,1117.13,65,2,3,3,8,At Risk
13592,2011-11-04 09:49:00,4,247.95999999999998,36,3,3,1,7,Loyal
13593,2011-08-23 13:35:00,5,2037.0800000000002,108,2,4,4,10,At Risk
13594,2011-10-18 10:19:00,1,396.97,53,2,1,2,5,Needs Attention
13596,2011-12-04 12:01:00,2,697.04,6,4,2,3,9,Promising
13598,2011-10-23 14:28:00,1,180.17000000000002,47,3,1,1,5,Promising
13599,2011-12-08 16:10:00,21,5153.67,1,4,4,4,12,Champions
13600,2011-01-31 15:27:00,1,219.52,312,1,1,1,3,Lost
13601,2011-10-25 17:31:00,2,693.32,45,3,2,3,8,Promising
13602,2011-10-06 11:47:00,1,428.89,65,2,1,2,5,Needs Attention
13603,2011-11-13 15:57:00,1,164.34,26,3,1,1,5,Promising
13606,2011-11-10 17:46:00,3,280.53999999999996,29,3,3,1,7,Loyal
13607,2011-10-30 16:17:00,1,678.01,40,3,1,3,7,Promising
13610,2011-11-27 15:38:00,7,1131.88,12,4,4,3,11,Loyal
13611,2011-09-11 14:51:00,3,1171.8,89,2,3,3,8,At Risk
13614,2011-11-15 14:47:00,4,1610.46,24,3,3,3,9,Loyal
13615,2011-01-25 08:21:00,1,417.69,319,1,1,2,4,Lost
13617,2011-10-30 13:50:00,3,544.18,40,3,3,2,8,Loyal
13618,2011-06-19 11:09:00,1,177.34,174,1,1,1,3,Lost
13621,2011-08-15 08:26:00,1,213.85,117,2,1,1,4,Needs Attention
13623,2011-11-09 12:00:00,5,747.78,31,3,4,3,10,Loyal
13626,2011-04-01 10:05:00,1,257.23,253,1,1,1,3,Lost
13627,2011-10-11 14:20:00,5,1638.47,59,2,4,4,10,At Risk
13629,2011-11-16 13:21:00,11,7792.36,23,3,4,4,11,Loyal
13630,2011-12-04 15:16:00,7,2031.78,5,4,4,4,12,Champions
13631,2011-09-01 09:57:00,11,3070.42,100,2,4,4,10,At Risk
13632,2011-11-15 10:51:00,5,2121.27,25,3,4,4,11,Loyal
13634,2011-11-06 13:40:00,5,1575.16,33,3,4,3,10,Loyal
13635,2011-10-03 10:55:00,1,1071.03,68,2,1,3,6,Needs Attention
13636,2011-11-03 10:30:00,5,949.12,37,3,4,3,10,Loyal
13637,2011-10-18 13:32:00,3,809.25,52,2,3,3,8,At Risk
13638,2011-11-24 10:38:00,1,122.64,16,4,1,1,6,Promising
13639,2011-09-26 13:36:00,1,1033.34,74,2,1,3,6,Needs Attention
13642,2011-05-08 12:34:00,1,354.8,216,1,1,2,4,Lost
13643,2011-11-08 15:37:00,3,519.44,31,3,3,2,8,Loyal
13644,2011-11-23 14:07:00,4,2624.26,16,4,3,4,11,Loyal
13645,2011-08-11 16:11:00,1,252.1,120,2,1,1,4,Needs Attention
13647,2011-11-30 12:00:00,4,1678.1200000000001,10,4,3,4,11,Loyal
13649,2011-03-28 11:51:00,2,346.6,257,1,2,2,5,Needs Attention
13650,2011-11-23 12:22:00,6,1836.34,17,4,4,4,12,Champions
13651,2011-10-31 12:11:00,1,79.2,40,3,1,1,5,Promising
13652,2011-10-25 08:51:00,3,1095.08,46,3,3,3,9,Loyal
13654,2011-10-27 16:24:00,6,2707.33,43,3,4,4,11,Loyal
13655,2011-08-17 14:25:00,2,932.97,114,2,2,3,7,Needs Attention
13656,2011-06-28 10:31:00,2,379.65,165,1,2,2,5,Needs Attention
13657,2011-11-29 12:32:00,2,382.14,11,4,2,2,8,Promising
13658,2011-11-30 10:13:00,5,2639.17,10,4,4,4,12,Champions
13659,2011-05-18 12:37:00,2,1573.2,206,1,2,3,6,Needs Attention
13662,2011-09-15 12:04:00,3,897.76,86,2,3,3,8,At Risk
13663,2011-06-13 15:44:00,1,189.47,179,1,1,1,3,Lost
13666,2011-10-10 15:39:00,3,84.65,60,2,3,1,6,At Risk
13667,2011-07-13 15:42:00,1,305.02,149,1,1,1,3,Lost
13668,2011-12-07 12:11:00,21,6363.59,3,4,4,4,12,Champions
13669,2011-10-20 09:32:00,2,218.55,51,3,2,1,6,Promising
13670,2011-09-25 15:25:00,1,349.7,75,2,1,2,5,Needs Attention
13672,2011-02-11 13:53:00,2,186.39000000000001,301,1,2,1,4,Needs Attention
13673,2011-11-21 12:11:00,2,396.92,19,3,2,2,7,Promising
13675,2011-07-11 12:57:00,2,486.82000000000005,151,1,2,2,5,Needs Attention
13678,2011-07-11 10:14:00,1,232.6,152,1,1,1,3,Lost
13680,2011-12-08 13:47:00,4,3722.42,1,4,3,4,11,Loyal
13681,2011-11-22 11:13:00,4,827.83,18,4,3,3,10,Loyal
13682,2011-06-05 14:06:00,1,59.5,187,1,1,1,3,Lost
13684,2011-02-27 10:13:00,1,67.23,286,1,1,1,3,Lost
13685,2011-12-07 11:41:00,7,3119.44,3,4,4,4,12,Champions
13686,2011-06-10 09:10:00,1,72.0,183,1,1,1,3,Lost
13689,2011-10-07 13:21:00,1,910.0,63,2,1,3,6,Needs Attention
13690,2011-10-11 15:03:00,1,172.25,59,2,1,1,4,Needs Attention
13692,2011-11-15 11:17:00,3,1488.32,25,3,3,3,9,Loyal
13694,2011-12-06 09:32:00,50,65039.62,4,4,4,4,12,Champions
13695,2011-11-08 14:26:00,15,2504.13,31,3,4,4,11,Loyal
13697,2011-11-01 09:14:00,1,151.29999999999998,39,3,1,1,5,Promising
13699,2011-07-07 16:51:00,1,308.58000000000004,155,1,1,2,4,Lost
13700,2011-11-13 13:00:00,10,2265.12,26,3,4,4,11,Loyal
13703,2011-01-25 13:10:00,1,99.5,318,1,1,1,3,Lost
13704,2011-12-04 15:13:00,9,2308.06,5,4,4,4,12,Champions
13705,2011-12-02 12:32:00,3,711.86,8,4,3,3,10,Loyal
13706,2011-02-10 09:21:00,1,330.79,303,1,1,2,4,Lost
13707,2011-03-17 18:03:00,2,806.41,267,1,2,3,6,Needs Attention
13708,2011-03-13 13:46:00,1,294.88,271,1,1,1,3,Lost
13709,2011-12-06 10:28:00,13,6328.05,4,4,4,4,12,Champions
13710,2011-11-08 08:16:00,1,180.48,32,3,1,1,5,Promising
13711,2011-05-05 10:31:00,2,252.06,219,1,2,1,4,Needs Attention
13712,2011-04-07 12:33:00,1,228.84,247,1,1,1,3,Lost
13715,2011-03-03 19:21:00,5,1079.34,281,1,4,3,8,At Risk
13716,2011-03-15 13:49:00,1,138.28,269,1,1,1,3,Lost
13717,2011-11-07 14:13:00,6,1445.01,32,3,4,3,10,Loyal
13718,2011-04-07 13:24:00,2,306.55,246,1,2,2,5,Needs Attention
13719,2011-11-24 15:26:00,5,1041.68,15,4,4,3,11,Loyal
13720,2011-08-15 12:46:00,4,799.9,117,2,3,3,8,At Risk
13721,2011-11-03 14:05:00,1,524.14,36,3,1,2,6,Promising
13722,2011-07-31 12:44:00,3,2375.41,132,2,3,4,9,At Risk
13723,2011-05-06 17:04:00,1,199.85000000000002,217,1,1,1,3,Lost
13725,2011-10-21 10:03:00,8,1980.56,50,3,4,4,11,Loyal
13726,2011-11-01 10:49:00,2,1079.6599999999999,39,3,2,3,8,Promising
13727,2011-11-11 09:46:00,2,333.48,29,3,2,2,7,Promising
13728,2011-11-03 10:49:00,6,1016.14,37,3,4,3,10,Loyal
13730,2011-07-27 08:35:00,2,752.6,136,2,2,3,7,Needs Attention
13731,2011-05-04 14:33:00,2,610.59,219,1,2,2,5,Needs Attention
13732,2011-11-11 15:49:00,1,491.86,28,3,1,2,6,Promising
13735,2011-11-15 11:14:00,4,2885.2400000000002,25,3,3,4,10,Loyal
13736,2011-12-04 15:19:00,2,731.9,5,4,2,3,9,Promising
13737,2011-05-23 16:32:00,1,339.59999999999997,200,1,1,2,4,Lost
13739,2011-11-21 13:35:00,1,216.9,18,4,1,1,6,Promising
13740,2011-04-13 10:32:00,1,350.75,241,1,1,2,4,Lost
13741,2011-09-29 09:19:00,3,668.4300000000001,72,2,3,3,8,At Risk
13742,2011-11-23 11:07:00,12,3131.02,17,4,4,4,12,Champions
13743,2011-12-07 10:09:00,7,1341.6,3,4,4,3,11,Loyal
13744,2011-09-05 15:19:00,2,1156.36,95,2,2,3,7,Needs Attention
13745,2011-06-30 16:43:00,1,300.04,162,1,1,1,3,Lost
13747,2010-12-01 10:37:00,1,79.6,374,1,1,1,3,Lost
13748,2011-09-05 09:45:00,5,948.25,96,2,4,3,9,At Risk
13750,2011-10-17 12:16:00,5,1647.26,54,2,4,4,10,At Risk
13751,2011-02-24 15:56:00,1,296.25,288,1,1,1,3,Lost
13752,2011-08-07 14:16:00,6,1186.28,124,2,4,3,9,At Risk
13753,2011-02-25 12:48:00,1,741.26,288,1,1,3,5,Lost
13754,2011-07-11 11:51:00,2,282.59999999999997,152,1,2,1,4,Needs Attention
13755,2011-12-06 12:26:00,9,2161.35,4,4,4,4,12,Champions
13756,2011-12-07 16:44:00,14,5189.52,2,4,4,4,12,Champions
13758,2011-11-28 11:11:00,7,3190.55,12,4,4,4,12,Champions
13759,2011-11-06 14:47:00,2,659.4100000000001,33,3,2,2,7,Promising
13760,2011-10-16 16:13:00,2,286.79,54,2,2,1,5,Needs Attention
13761,2011-10-20 14:01:00,2,1070.65,50,3,2,3,8,Promising
13762,2011-05-05 09:15:00,1,306.72,219,1,1,2,4,Lost
13763,2011-10-07 15:13:00,1,1714.96,63,2,1,4,7,Needs Attention
13764,2011-09-30 12:03:00,3,1518.76,71,2,3,3,8,At Risk
13767,2011-12-07 15:00:00,37,17220.36,2,4,4,4,12,Champions
13769,2011-12-07 15:08:00,10,2796.51,2,4,4,4,12,Champions
13771,2011-10-06 14:18:00,4,2634.45,64,2,3,4,9,At Risk
13772,2011-11-06 11:43:00,3,1132.13,34,3,3,3,9,Loyal
13774,2011-09-19 12:06:00,1,345.0,82,2,1,2,5,Needs Attention
13777,2011-12-09 12:25:00,33,25977.16,1,4,4,4,12,Champions
13778,2011-08-28 15:25:00,1,178.7,103,2,1,1,4,Needs Attention
13780,2011-12-02 13:49:00,2,360.01,7,4,2,2,8,Promising
13781,2011-04-03 12:08:00,1,127.84,251,1,1,1,3,Lost
13782,2011-11-27 11:54:00,6,912.0,13,4,4,3,11,Loyal
13784,2011-11-30 09:33:00,11,2462.79,10,4,4,4,12,Champions
13786,2010-12-07 13:53:00,1,230.39999999999998,367,1,1,1,3,Lost
13787,2011-09-25 12:06:00,2,309.04,76,2,2,2,6,Needs Attention
13790,2011-12-05 15:48:00,1,348.8,4,4,1,2,7,Promising
13791,2011-08-04 11:44:00,2,1516.0,128,2,2,3,7,Needs Attention
13792,2011-10-04 14:31:00,2,195.55,66,2,2,1,5,Needs Attention
13798,2011-12-08 15:51:00,57,37153.85,1,4,4,4,12,Champions
13799,2011-08-15 12:07:00,2,688.86,117,2,2,3,7,Needs Attention
13800,2011-02-03 12:27:00,1,558.32,310,1,1,2,4,Lost
13801,2011-10-04 10:15:00,1,324.8,67,2,1,2,5,Needs Attention
13802,2011-07-24 10:54:00,3,4599.42,139,2,3,4,9,At Risk
13803,2011-03-29 12:57:00,1,277.07,255,1,1,1,3,Lost
13804,2011-11-09 12:32:00,7,2635.79,31,3,4,4,11,Loyal
13805,2011-10-18 14:50:00,2,924.6,52,2,2,3,7,Needs Attention
13806,2011-10-07 11:43:00,1,256.38,64,2,1,1,4,Needs Attention
13807,2010-12-07 15:48:00,1,112.6,367,1,1,1,3,Lost
13808,2011-12-04 12:18:00,5,1747.66,6,4,4,4,12,Champions
13809,2011-02-07 13:15:00,1,155.05,305,1,1,1,3,Lost
13810,2011-11-11 08:33:00,2,827.51,29,3,2,3,8,Promising
13811,2011-06-09 09:54:00,2,519.75,184,1,2,2,5,Needs Attention
13812,2011-10-28 14:27:00,3,485.0,42,3,3,2,8,Loyal
13813,2011-10-31 10:38:00,4,1168.8600000000001,40,3,3,3,9,Loyal
13814,2011-09-08 13:48:00,2,1579.12,92,2,2,3,7,Needs Attention
13815,2011-11-17 14:19:00,4,3667.36,22,3,3,4,10,Loyal
13816,2011-11-16 08:38:00,2,499.67,24,3,2,2,7,Promising
13817,2011-11-10 17:49:00,2,328.98,29,3,2,2,7,Promising
13819,2011-02-11 10:38:00,3,1140.35,302,1,3,3,7,At Risk
13821,2011-07-18 09:49:00,2,385.64,145,1,2,2,5,Needs Attention
13822,2011-12-04 12:13:00,2,632.0,6,4,2,2,8,Promising
13823,2011-11-21 10:22:00,2,957.66,19,3,2,3,8,Promising
13824,2011-11-07 12:41:00,5,1698.94,33,3,4,4,11,Loyal
13826,2011-06-16 13:48:00,1,189.5,176,1,1,1,3,Lost
13827,2011-10-13 12:38:00,3,412.05,58,2,3,2,7,At Risk
13828,2011-11-17 16:02:00,1,209.49,22,3,1,1,5,Promising
13831,2011-11-23 15:41:00,6,2202.99,16,4,4,4,12,Champions
13832,2011-11-20 15:36:00,1,52.199999999999996,19,3,1,1,5,Promising
13833,2011-07-03 13:27:00,1,384.8,159,1,1,2,4,Lost
13835,2011-11-14 15:37:00,4,834.57,25,3,3,3,9,Loyal
13837,2011-05-12 12:10:00,2,271.24,212,1,2,1,4,Needs Attention
13838,2011-12-04 11:00:00,4,691.73,6,4,3,3,10,Loyal
13841,2011-04-01 12:10:00,1,85.0,253,1,1,1,3,Lost
13842,2011-10-12 10:51:00,9,3385.62,59,2,4,4,10,At Risk
13844,2011-11-28 13:21:00,1,361.62,11,4,1,2,7,Promising
13845,2011-10-06 08:25:00,1,312.98,65,2,1,2,5,Needs Attention
13846,2011-11-15 12:07:00,3,865.0600000000001,25,3,3,3,9,Loyal
13848,2011-09-08 12:58:00,3,1255.0,92,2,3,3,8,At Risk
13849,2011-10-19 10:59:00,2,1537.95,52,2,2,3,7,Needs Attention
13850,2011-08-02 14:04:00,1,1595.48,129,2,1,3,6,Needs Attention
13851,2011-09-05 12:36:00,3,2651.46,96,2,3,4,9,At Risk
13853,2011-10-13 14:18:00,1,1090.14,57,2,1,3,6,Needs Attention
13854,2011-12-01 09:06:00,25,8109.5199999999995,9,4,4,4,12,Champions
13856,2011-06-24 10:03:00,3,388.5,169,1,3,2,6,At Risk
13858,2011-10-13 16:17:00,1,216.17,57,2,1,1,4,Needs Attention
13859,2011-01-17 16:14:00,1,201.16,326,1,1,1,3,Lost
13860,2011-12-08 12:57:00,5,1245.9,1,4,4,3,11,Loyal
13862,2011-11-21 16:24:00,8,2209.36,18,4,4,4,12,Champions
13863,2011-04-06 10:20:00,1,305.78,248,1,1,1,3,Lost
13865,2011-10-12 13:31:00,4,501.56,58,2,3,2,7,At Risk
13866,2011-09-26 14:54:00,1,145.67000000000002,74,2,1,1,4,Needs Attention
13867,2011-11-08 15:48:00,3,1015.29,31,3,3,3,9,Loyal
13868,2011-12-02 16:32:00,2,3192.54,7,4,2,4,10,Promising
13869,2011-08-08 13:53:00,4,3104.95,123,2,3,4,9,At Risk
13870,2011-12-07 13:23:00,8,2770.94,2,4,4,4,12,Champions
13871,2011-11-17 10:49:00,13,6403.25,23,3,4,4,11,Loyal
13873,2011-08-12 10:08:00,3,389.6,120,2,3,2,7,At Risk
13874,2010-12-16 18:20:00,1,540.45,358,1,1,2,4,Lost
13875,2011-10-17 09:36:00,5,1786.79,54,2,4,4,10,At Risk
13876,2011-10-07 10:22:00,1,122.7,64,2,1,1,4,Needs Attention
13877,2011-09-14 15:49:00,1,117.24,86,2,1,1,4,Needs Attention
13878,2011-10-16 12:19:00,1,1281.53,55,2,1,3,6,Needs Attention
13880,2011-11-18 13:44:00,13,3219.77,21,3,4,4,11,Loyal
13881,2011-12-06 12:50:00,20,17159.52,4,4,4,4,12,Champions
13882,2011-12-07 11:16:00,5,1191.13,3,4,4,3,11,Loyal
13883,2011-11-29 10:45:00,5,2674.48,11,4,4,4,12,Champions
13884,2011-12-02 16:30:00,5,787.6,7,4,4,3,11,Loyal
13885,2011-06-03 15:07:00,2,506.8,189,1,2,2,5,Needs Attention
13886,2011-09-29 13:17:00,1,243.56,71,2,1,1,4,Needs Attention
13887,2011-05-19 17:22:00,1,349.55,204,1,1,2,4,Lost
13888,2011-08-12 10:13:00,2,605.63,120,2,2,2,6,Needs Attention
13889,2011-09-08 09:13:00,1,416.90000000000003,93,2,1,2,5,Needs Attention
13890,2011-12-08 15:36:00,10,1883.8100000000002,1,4,4,4,12,Champions
13892,2011-11-13 11:50:00,4,632.97,27,3,3,2,8,Loyal
13893,2011-02-15 11:30:00,1,821.1,298,1,1,3,5,Lost
13894,2011-11-16 09:44:00,3,564.62,24,3,3,2,8,Loyal
13895,2011-11-11 16:57:00,4,2593.07,28,3,3,4,10,Loyal
13897,2011-10-20 14:30:00,1,311.16,50,3,1,2,6,Promising
13898,2011-01-18 10:28:00,1,155.93,326,1,1,1,3,Lost
13899,2011-11-23 13:40:00,2,388.52,16,4,2,2,8,Promising
13900,2011-06-09 19:26:00,3,740.95,183,1,3,3,7,At Risk
13901,2011-09-28 14:48:00,5,2867.2,72,2,4,4,10,At Risk
13904,2011-11-02 13:41:00,2,332.64,37,3,2,2,7,Promising
13908,2011-09-21 11:49:00,4,2369.55,80,2,3,4,9,At Risk
13911,2011-10-13 15:43:00,9,2580.91,57,2,4,4,10,At Risk
13914,2011-11-28 10:35:00,2,626.45,12,4,2,2,8,Promising
13917,2011-10-21 09:56:00,2,272.04,50,3,2,1,6,Promising
13918,2011-10-21 12:25:00,2,1212.8400000000001,50,3,2,3,8,Promising
13919,2011-10-11 14:24:00,2,348.81,59,2,2,2,6,Needs Attention
13922,2010-12-23 10:38:00,1,172.25,352,1,1,1,3,Lost
13923,2011-10-17 12:33:00,1,351.13,54,2,1,2,5,Needs Attention
13924,2011-12-08 09:39:00,6,1838.8500000000001,2,4,4,4,12,Champions
13925,2011-09-08 12:47:00,4,678.25,93,2,3,3,8,At Risk
13926,2011-11-16 13:16:00,1,223.85000000000002,23,3,1,1,5,Promising
13927,2011-09-26 12:00:00,1,348.99,75,2,1,2,5,Needs Attention
13928,2011-11-29 10:33:00,4,464.57,11,4,3,2,9,Loyal
13929,2011-06-23 15:26:00,2,842.65,169,1,2,3,6,Needs Attention
13930,2011-10-13 09:45:00,2,337.34,58,2,2,2,6,Needs Attention
13931,2011-09-05 10:12:00,2,1237.53,96,2,2,3,7,Needs Attention
13932,2011-02-18 12:02:00,1,307.4,295,1,1,2,4,Lost
13933,2011-08-22 14:03:00,2,608.7900000000001,109,2,2,2,6,Needs Attention
13934,2011-03-21 08:39:00,1,922.1,264,1,1,3,5,Lost
13936,2011-06-13 08:47:00,1,376.58,180,1,1,2,4,Lost
13937,2011-06-23 16:35:00,1,158.85,169,1,1,1,3,Lost
13938,2011-11-04 14:37:00,1,71.66,35,3,1,1,5,Promising
13939,2011-11-16 13:33:00,3,568.55,23,3,3,2,8,Loyal
13940,2011-11-22 15:15:00,4,839.14,17,4,3,3,10,Loyal
13941,2011-11-18 09:43:00,5,5112.96,22,3,4,4,11,Loyal
13946,2011-09-21 13:33:00,3,561.5699999999999,79,2,3,2,7,At Risk
13947,2011-10-05 14:42:00,1,90.6,65,2,1,1,4,Needs Attention
13948,2010-12-14 10:18:00,1,102.0,361,1,1,1,3,Lost
13949,2011-12-07 09:35:00,6,2427.32,3,4,4,4,12,Champions
13950,2011-11-28 14:44:00,4,745.06,11,4,3,3,10,Loyal
13951,2011-06-16 16:43:00,3,674.45,176,1,3,3,7,At Risk
13952,2011-05-06 09:00:00,2,3251.07,218,1,2,4,7,Needs Attention
13953,2011-12-02 16:04:00,7,3515.68,7,4,4,4,12,Champions
13954,2011-12-08 12:50:00,2,439.92,2,4,2,2,8,Promising
13955,2011-07-08 17:19:00,2,322.96,154,1,2,2,5,Needs Attention
13956,2011-12-04 13:20:00,5,1026.42,5,4,4,3,11,Loyal
13959,2011-09-21 15:06:00,3,598.2,79,2,3,2,7,At Risk
13960,2011-11-18 15:27:00,2,230.22,21,3,2,1,6,Promising
13962,2011-11-18 08:47:00,2,169.55,22,3,2,1,6,Promising
13963,2011-02-04 14:43:00,4,664.54,308,1,3,2,6,At Risk
13967,2011-07-17 12:02:00,1,80.7,146,1,1,1,3,Lost
13969,2011-12-02 15:11:00,18,9053.94,7,4,4,4,12,Champions
13971,2011-11-21 12:06:00,8,2758.26,19,3,4,4,11,Loyal
13972,2011-09-30 11:54:00,2,190.25,71,2,2,1,5,Needs Attention
13973,2011-02-25 15:21:00,1,264.7,287,1,1,1,3,Lost
13974,2011-10-21 14:41:00,1,413.59000000000003,49,3,1,2,6,Promising
13975,2011-11-08 13:19:00,6,2526.28,31,3,4,4,11,Loyal
13976,2011-05-17 09:13:00,1,357.98,207,1,1,2,4,Lost
13978,2011-11-25 11:36:00,2,196.79000000000002,15,4,2,1,7,Promising
13979,2011-09-27 13:32:00,1,869.87,73,2,1,3,6,Needs Attention
13980,2011-10-10 13:34:00,1,200.14,60,2,1,1,4,Needs Attention
13982,2011-10-31 16:24:00,4,1871.81,39,3,3,4,10,Loyal
13983,2011-11-10 11:06:00,12,2603.43,30,3,4,4,11,Loyal
13984,2011-11-13 12:38:00,5,920.51,27,3,4,3,10,Loyal
13985,2011-12-05 17:06:00,15,7060.13,4,4,4,4,12,Champions
13986,2011-11-22 15:00:00,1,320.46,17,4,1,2,7,Promising
13988,2011-11-20 10:15:00,6,4147.96,20,3,4,4,11,Loyal
13989,2011-10-05 09:47:00,2,1266.08,66,2,2,3,7,Needs Attention
13990,2011-05-10 15:19:00,1,311.3,213,1,1,2,4,Lost
13991,2011-11-27 16:18:00,6,854.97,12,4,4,3,11,Loyal
13992,2011-11-09 15:23:00,1,76.8,30,3,1,1,5,Promising
13993,2011-10-28 09:06:00,9,3466.36,43,3,4,4,11,Loyal
13994,2011-12-06 11:05:00,6,2313.14,4,4,4,4,12,Champions
13995,2011-11-24 14:22:00,5,1393.69,15,4,4,3,11,Loyal
13999,2011-11-29 13:40:00,12,3901.81,10,4,4,4,12,Champions
14000,2011-05-12 16:50:00,1,635.66,211,1,1,2,4,Lost
14001,2011-10-25 10:31:00,3,2043.0800000000002,46,3,3,4,10,Loyal
14002,2011-07-28 15:55:00,2,529.73,134,2,2,2,6,Needs Attention
14004,2011-10-27 14:40:00,7,4582.64,43,3,4,4,11,Loyal
14005,2011-11-30 12:41:00,5,2874.72,10,4,4,4,12,Champions
14006,2011-08-16 09:39:00,3,962.19,116,2,3,3,8,At Risk
14009,2011-05-25 15:47:00,2,695.61,198,1,2,3,6,Needs Attention
14012,2011-03-07 12:26:00,1,328.8,278,1,1,2,4,Lost
14013,2011-08-21 15:01:00,3,473.02,110,2,3,2,7,At Risk
14014,2011-09-23 13:18:00,1,505.18,77,2,1,2,5,Needs Attention
14015,2011-10-18 10:02:00,1,917.34,53,2,1,3,6,Needs Attention
14016,2011-07-01 11:29:00,4,4341.21,162,1,3,4,8,At Risk
14019,2011-10-24 10:13:00,3,1421.61,47,3,3,3,9,Loyal
14020,2011-11-23 09:22:00,2,642.8,17,4,2,2,8,Promising
14021,2011-07-07 15:46:00,3,631.9,155,1,3,2,6,At Risk
14022,2011-04-28 14:39:00,1,440.0,225,1,1,2,4,Lost
14023,2011-12-02 13:58:00,2,584.07,7,4,2,2,8,Promising
14024,2011-08-10 11:30:00,2,327.7,122,2,2,2,6,Needs Attention
14027,2011-10-10 09:01:00,1,104.82,61,2,1,1,4,Needs Attention
14029,2011-10-07 14:46:00,2,467.66,63,2,2,2,6,Needs Attention
14030,2011-11-21 16:48:00,8,2360.09,18,4,4,4,12,Champions
14031,2011-12-02 17:13:00,19,17286.86,7,4,4,4,12,Champions
14032,2011-12-07 15:23:00,11,2975.59,2,4,4,4,12,Champions
14034,2011-11-17 14:02:00,3,651.8199999999999,22,3,3,2,8,Loyal
14035,2011-11-11 10:03:00,5,1428.02,29,3,4,3,10,Loyal
14036,2011-02-28 09:26:00,1,626.65,285,1,1,2,4,Lost
14037,2011-06-16 13:57:00,2,147.20000000000002,176,1,2,1,4,Needs Attention
14038,2011-09-22 13:37:00,3,1560.38,78,2,3,3,8,At Risk
14039,2011-11-06 13:48:00,1,152.2,33,3,1,1,5,Promising
